fl_date,mkt_unique_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,crs_elapsed_time,air_time,distance
2018-12-01,DL,5906,YX,N869RW,5906,11278,DCA,"Washington, DC",12953,LGA,"New York, NY",1130,1124,-6,16,1140,1221,8,1241,1229,-12,71,41,214
2018-12-01,DL,5907,YX,N879RW,5907,12953,LGA,"New York, NY",14576,ROC,"Rochester, NY",1630,1621,-9,27,1648,1731,6,1757,1737,-20,87,43,254
2018-06-01,DL,3456,9E,N905XJ,3456,11193,CVG,"Cincinnati, OH",12953,LGA,"New York, NY",905,902,-3,25,927,1057,13,1106,1110,4,121,90,585
2018-04-01,DL,3348,9E,N835AY,3348,11641,FAY,"Fayetteville, NC",10397,ATL,"Atlanta, GA",1536,1526,-10,14,1540,1640,6,1705,1646,-19,89,60,331
2018-09-01,DL,46,DL,N358NW,46,10423,AUS,"Austin, TX",12478,JFK,"New York, NY",820,825,5,14,839,1257,6,1304,1303,-1,224,198,1521
2018-07-01,DL,5874,YX,N882RW,5874,12339,IND,"Indianapolis, IN",10721,BOS,"Boston, MA",800,757,-3,17,814,1010,7,1019,1017,-2,139,116,818
2018-04-01,DL,3295,9E,N8688C,3295,10397,ATL,"Atlanta, GA",11150,CSG,"Columbus, GA",1959,2046,47,15,2101,2120,3,2045,2123,38,46,19,83
2018-05-01,DL,5548,EV,N709EV,5548,14492,RDU,"Raleigh/Durham, NC",12953,LGA,"New York, NY",1900,1856,-4,39,1935,2051,5,2053,2056,3,113,76,431
2018-08-01,DL,5550,EV,N741EV,5550,11973,GPT,"Gulfport/Biloxi, MS",10397,ATL,"Atlanta, GA",1758,1755,-3,11,1806,2011,15,2030,2026,-4,92,65,352
2018-08-01,DL,5550,EV,N741EV,5550,10397,ATL,"Atlanta, GA",11973,GPT,"Gulfport/Biloxi, MS",1655,1658,3,24,1722,1722,5,1723,1727,4,88,60,352
2018-06-01,DL,3471,9E,N313PQ,3471,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",1935,2122,107,20,2142,2224,6,2104,2230,86,89,42,187
2018-07-01,DL,5872,YX,N810MD,5872,14492,RDU,"Raleigh/Durham, NC",12953,LGA,"New York, NY",1600,1553,-7,15,1608,1719,10,1748,1729,-19,108,71,431
2018-10-01,DL,5527,9E,N132EV,5527,13296,MHT,"Manchester, NH",11433,DTW,"Detroit, MI",1230,1223,-7,25,1248,1432,8,1437,1440,3,127,104,610
2018-02-01,DL,3462,9E,N8974C,3462,14492,RDU,"Raleigh/Durham, NC",10821,BWI,"Baltimore, MD",905,857,-8,16,913,956,11,1020,1007,-13,75,43,255
2018-08-01,DL,5573,EV,N730EV,5573,10397,ATL,"Atlanta, GA",15249,TLH,"Tallahassee, FL",1344,1344,0,16,1400,1440,5,1454,1445,-9,70,40,223
2018-05-01,DL,5546,EV,N741EV,5546,13871,OMA,"Omaha, NE",10397,ATL,"Atlanta, GA",545,537,-8,12,549,840,7,901,847,-14,136,111,821
2018-02-01,DL,3461,9E,N914XJ,3461,14492,RDU,"Raleigh/Durham, NC",12953,LGA,"New York, NY",1500,1502,2,40,1542,1643,8,1648,1651,3,108,61,431
2018-07-01,DL,5934,YX,N872RW,5934,12478,JFK,"New York, NY",11066,CMH,"Columbus, OH",1440,1440,0,14,1454,1600,4,1644,1604,-40,124,66,483
2018-04-01,DL,3325,9E,N314PQ,3325,10821,BWI,"Baltimore, MD",12478,JFK,"New York, NY",1520,1518,-2,23,1541,1618,5,1638,1623,-15,78,37,184
2018-07-01,DL,5873,YX,N860RW,5873,10792,BUF,"Buffalo, NY",12953,LGA,"New York, NY",716,709,-7,20,729,829,9,848,838,-10,92,60,292
2018-12-01,DL,5909,YX,N207JQ,5909,10721,BOS,"Boston, MA",11066,CMH,"Columbus, OH",1030,1024,-6,11,1035,1235,5,1249,1240,-9,139,120,640
2018-02-01,DL,3464,9E,N335PQ,3464,14122,PIT,"Pittsburgh, PA",12478,JFK,"New York, NY",600,552,-8,17,609,708,6,750,714,-36,110,59,340
2018-10-01,DL,5040,9E,N186PQ,5040,11433,DTW,"Detroit, MI",11423,DSM,"Des Moines, IA",2005,2031,26,26,2057,2128,5,2056,2133,37,111,91,534
2018-04-01,DL,3324,9E,N176PQ,3324,12953,LGA,"New York, NY",13198,MCI,"Kansas City, MO",1105,1101,-4,14,1115,1321,8,1345,1329,-16,220,186,1107
2018-08-01,DL,5551,EV,N723EV,5551,10397,ATL,"Atlanta, GA",13367,MLI,"Moline, IL",1550,1546,-4,46,1632,1654,9,1650,1703,13,120,82,633
2018-10-01,DL,5041,9E,N303PQ,5041,10257,ALB,"Albany, NY",11433,DTW,"Detroit, MI",600,550,-10,14,604,735,7,750,742,-8,110,91,489
2018-01-01,DL,3512,9E,N937XJ,3512,14122,PIT,"Pittsburgh, PA",11433,DTW,"Detroit, MI",1330,1324,-6,44,1408,1504,6,1455,1510,15,85,56,201
2018-11-01,DL,5045,9E,N137EV,5045,11278,DCA,"Washington, DC",12478,JFK,"New York, NY",907,902,-5,34,936,1018,5,1037,1023,-14,90,42,213
2018-11-01,DL,5049,9E,N325PQ,5049,15096,SYR,"Syracuse, NY",12478,JFK,"New York, NY",1130,1126,-4,12,1138,1228,9,1251,1237,-14,81,50,209
2018-01-01,DL,3508,9E,N916XJ,3508,11433,DTW,"Detroit, MI",14122,PIT,"Pittsburgh, PA",1200,1157,-3,16,1213,1250,13,1318,1303,-15,78,37,201
2018-01-01,DL,3507,9E,N931XJ,3507,10431,AVL,"Asheville, NC",10397,ATL,"Atlanta, GA",615,642,27,42,724,800,13,724,813,49,69,36,164
2018-02-01,DL,3495,9E,N928XJ,3495,15096,SYR,"Syracuse, NY",12953,LGA,"New York, NY",1719,1708,-11,58,1806,1847,13,1850,1900,10,91,41,198
2019-02-01,DL,5071,9E,N904XJ,5071,11193,CVG,"Cincinnati, OH",11278,DCA,"Washington, DC",1224,1221,-3,30,1251,1350,5,1348,1355,7,84,59,411
2019-07-01,DL,3519,OO,N254SY,3519,14252,PSC,"Pasco/Kennewick/Richland, WA",13487,MSP,"Minneapolis, MN",1333,1326,-7,13,1339,1818,4,1839,1822,-17,186,159,1254
2019-05-01,DL,5004,9E,N935XJ,5004,12478,JFK,"New York, NY",10792,BUF,"Buffalo, NY",1312,1307,-5,19,1326,1421,3,1439,1424,-15,87,55,301
2019-05-01,DL,5005,9E,N915XJ,5005,11433,DTW,"Detroit, MI",14683,SAT,"San Antonio, TX",836,835,-1,26,901,1107,4,1054,1111,17,198,186,1214
2019-04-30,DL,5870,YX,N204JQ,5870,12953,LGA,"New York, NY",15016,STL,"St. Louis, MO",1030,1021,-9,37,1058,1212,5,1232,1217,-15,182,134,888
2019-07-01,DL,3517,OO,N271SY,3517,13342,MKE,"Milwaukee, WI",12953,LGA,"New York, NY",624,621,-3,16,637,924,4,943,928,-15,139,107,738
2019-08-01,DL,5360,9E,N138EV,5360,10721,BOS,"Boston, MA",12478,JFK,"New York, NY",1420,1842,262,32,1914,1957,23,1551,2020,269,91,43,187
2019-09-01,DL,3430,9E,N349PQ,3430,13367,MLI,"Moline, IL",10397,ATL,"Atlanta, GA",600,552,-8,25,617,848,7,901,855,-6,121,91,633
2019-07-01,DL,3520,OO,N829SK,3520,11423,DSM,"Des Moines, IA",11433,DTW,"Detroit, MI",1415,1411,-4,13,1424,1640,14,1701,1654,-7,106,76,534
2019-08-01,DL,5358,9E,N292PQ,5358,10781,BTR,"Baton Rouge, LA",10397,ATL,"Atlanta, GA",600,553,-7,14,607,812,8,841,820,-21,101,65,448
2019-02-01,DL,5021,9E,N8891A,5021,11193,CVG,"Cincinnati, OH",11057,CLT,"Charlotte, NC",706,732,26,48,820,914,7,856,921,25,110,54,335
2019-11-01,DL,5872,YX,N873RW,5872,10721,BOS,"Boston, MA",11278,DCA,"Washington, DC",1525,1524,-1,23,1547,1707,3,1721,1710,-11,116,80,399
2019-10-01,DL,3500,OO,N829SK,3500,12264,IAD,"Washington, DC",11433,DTW,"Detroit, MI",1315,1315,0,25,1340,1444,6,1457,1450,-7,102,64,383
2019-11-01,DL,5869,YX,N205JQ,5869,13930,ORD,"Chicago, IL",10721,BOS,"Boston, MA",1540,1533,-7,9,1542,1825,32,1919,1857,-22,159,103,867
2019-07-01,DL,3519,OO,N254SY,3519,13487,MSP,"Minneapolis, MN",14252,PSC,"Pasco/Kennewick/Richland, WA",1130,1122,-8,20,1142,1247,4,1303,1251,-12,213,185,1254
2019-06-01,DL,4758,OO,N632SK,4758,14869,SLC,"Salt Lake City, UT",15370,TUL,"Tulsa, OK",1345,1342,-3,16,1358,1651,4,1715,1655,-20,150,113,926
2019-09-01,DL,3429,9E,N337PQ,3429,10431,AVL,"Asheville, NC",10397,ATL,"Atlanta, GA",1859,1849,-10,12,1901,1934,15,2011,1949,-22,72,33,164
2019-08-01,DL,5359,9E,N8688C,5359,10397,ATL,"Atlanta, GA",10208,AGS,"Augusta, GA",910,905,-5,14,919,950,5,1010,955,-15,60,31,143
2019-08-01,DL,5359,9E,N8688C,5359,10208,AGS,"Augusta, GA",10397,ATL,"Atlanta, GA",1035,1028,-7,23,1051,1122,7,1147,1129,-18,72,31,143
2019-06-01,DL,4853,OO,N496CA,4853,10397,ATL,"Atlanta, GA",11146,CRW,"Charleston/Dunbar, WV",1459,1458,-1,10,1508,1609,3,1625,1612,-13,86,61,363
2019-08-01,DL,5382,9E,N135EV,5382,10785,BTV,"Burlington, VT",10397,ATL,"Atlanta, GA",1700,1655,-5,16,1711,1933,7,1950,1940,-10,170,142,961
2019-12-01,DL,3281,9E,N186PQ,3281,12451,JAX,"Jacksonville, FL",14492,RDU,"Raleigh/Durham, NC",600,622,22,15,637,738,5,721,743,22,81,61,407
2019-01-01,DL,3525,OO,N807SK,3525,13433,MOT,"Minot, ND",13487,MSP,"Minneapolis, MN",840,1239,239,17,1256,1403,3,1031,1406,215,111,67,449
2019-01-01,DL,3522,OO,N768SK,3522,14457,RAP,"Rapid City, SD",14869,SLC,"Salt Lake City, UT",1747,1746,-1,23,1809,1926,10,1936,1936,0,109,77,508
2019-06-01,DL,4853,OO,N496CA,4853,11146,CRW,"Charleston/Dunbar, WV",10397,ATL,"Atlanta, GA",1655,1650,-5,9,1659,1755,7,1823,1802,-21,88,56,363
2019-04-30,DL,5869,YX,N815MD,5869,11066,CMH,"Columbus, OH",12478,JFK,"New York, NY",1756,1751,-5,10,1801,1926,20,2000,1946,-14,124,85,483
2019-03-01,DL,3280,9E,N8980A,3280,11150,CSG,"Columbus, GA",10397,ATL,"Atlanta, GA",1803,1905,62,20,1925,1956,13,1908,2009,61,65,31,83
2019-09-01,DL,3441,9E,N314PQ,3441,14783,SGF,"Springfield, MO",10397,ATL,"Atlanta, GA",1600,1549,-11,23,1612,1826,10,1856,1836,-20,116,74,563
2019-04-30,DL,5868,YX,N815MD,5868,12478,JFK,"New York, NY",11066,CMH,"Columbus, OH",1455,1453,-2,25,1518,1641,4,1651,1645,-6,116,83,483
2019-03-01,DL,3311,9E,N932XJ,3311,10397,ATL,"Atlanta, GA",11721,FNT,"Flint, MI",919,936,17,17,953,1121,4,1119,1125,6,120,88,645
2019-11-01,DL,5870,YX,N212JQ,5870,10721,BOS,"Boston, MA",12953,LGA,"New York, NY",1800,1753,-7,20,1813,1904,7,1937,1911,-26,97,51,184
2019-10-01,DL,3501,OO,N260SY,3501,14869,SLC,"Salt Lake City, UT",14252,PSC,"Pasco/Kennewick/Richland, WA",1115,1109,-6,19,1128,1141,4,1209,1145,-24,114,73,521
2019-02-01,DL,5074,9E,N678CA,5074,11193,CVG,"Cincinnati, OH",11278,DCA,"Washington, DC",700,716,16,40,756,859,4,838,903,25,98,63,411
2019-12-01,DL,3304,9E,N904XJ,3304,14492,RDU,"Raleigh/Durham, NC",12953,LGA,"New York, NY",1030,1052,22,21,1113,1218,6,1215,1224,9,105,65,431
2019-09-01,DL,3428,9E,N936XJ,3428,12953,LGA,"New York, NY",13198,MCI,"Kansas City, MO",930,927,-3,30,957,1139,4,1150,1143,-7,200,162,1107
2019-03-01,DL,3280,9E,N8980A,3280,10397,ATL,"Atlanta, GA",11150,CSG,"Columbus, GA",1645,1800,75,24,1824,1843,1,1732,1844,72,47,19,83
2019-01-01,DL,3526,OO,N630SK,3526,13342,MKE,"Milwaukee, WI",13487,MSP,"Minneapolis, MN",1030,1025,-5,12,1037,1132,4,1151,1136,-15,81,55,297
2019-06-01,DL,4833,OO,N8903A,4833,11433,DTW,"Detroit, MI",10469,AZO,"Kalamazoo, MI",820,819,-1,13,832,900,5,914,905,-9,54,28,113
2019-05-01,DL,370,DL,N909DA,370,11433,DTW,"Detroit, MI",13930,ORD,"Chicago, IL",955,1000,5,16,1016,1000,8,1017,1008,-9,82,44,235
2019-11-01,DL,5869,YX,N205JQ,5869,10721,BOS,"Boston, MA",13930,ORD,"Chicago, IL",1303,1301,-2,23,1324,1446,11,1508,1457,-11,185,142,867
2019-10-01,DL,3503,OO,N953SW,3503,11637,FAR,"Fargo, ND",13487,MSP,"Minneapolis, MN",1725,1714,-11,43,1757,1840,6,1839,1846,7,74,43,223
2019-02-01,DL,5072,9E,N901XJ,5072,11423,DSM,"Des Moines, IA",12953,LGA,"New York, NY",825,845,20,12,857,1204,12,1215,1216,1,170,127,1031
2019-05-01,DL,5006,9E,N315PQ,5006,11298,DFW,"Dallas/Fort Worth, TX",11433,DTW,"Detroit, MI",940,949,9,15,1004,1314,16,1324,1330,6,164,130,986
2019-10-01,DL,3520,OO,N427SW,3520,14814,SHV,"Shreveport, LA",10397,ATL,"Atlanta, GA",1415,1417,2,10,1427,1651,13,1704,1704,0,109,84,551
2019-04-30,DL,5872,YX,N809MD,5872,12953,LGA,"New York, NY",10693,BNA,"Nashville, TN",1629,1622,-7,27,1649,1739,6,1808,1745,-23,159,110,764
2019-05-01,DL,5003,9E,N980EV,5003,13931,ORF,"Norfolk, VA",12478,JFK,"New York, NY",1700,1657,-3,21,1718,1807,15,1850,1822,-28,110,49,290
2019-04-30,DL,5871,YX,N879RW,5871,14492,RDU,"Raleigh/Durham, NC",12953,LGA,"New York, NY",700,703,3,32,735,837,5,847,842,-5,107,62,431
2019-01-01,DL,3500,OO,N702BR,3500,14696,SBN,"South Bend, IN",10397,ATL,"Atlanta, GA",1226,1255,29,10,1305,1440,6,1440,1446,6,134,95,566
2019-09-01,DL,3431,9E,N800AY,3431,12478,JFK,"New York, NY",14321,PWM,"Portland, ME",935,931,-4,19,950,1038,4,1050,1042,-8,75,48,273
2019-07-01,DL,3518,OO,N900EV,3518,10397,ATL,"Atlanta, GA",13277,MGM,"Montgomery, AL",1345,1418,33,20,1438,1400,5,1340,1405,25,55,22,147
2019-06-01,DL,4847,OO,N426SW,4847,13422,MOB,"Mobile, AL",10397,ATL,"Atlanta, GA",900,851,-9,21,912,1100,6,1121,1106,-15,81,48,302
2019-10-01,DL,3502,OO,N272SY,3502,12953,LGA,"New York, NY",10693,BNA,"Nashville, TN",1140,1321,101,13,1334,1416,7,1327,1423,56,167,102,764
2019-01-01,DL,3528,OO,N823SK,3528,11433,DTW,"Detroit, MI",14100,PHL,"Philadelphia, PA",1240,1234,-6,19,1253,1354,4,1429,1358,-31,109,61,453
2019-12-01,DL,3280,9E,N8896A,3280,11193,CVG,"Cincinnati, OH",13930,ORD,"Chicago, IL",1835,1916,41,22,1938,1928,7,1917,1935,18,102,50,264
2019-02-01,DL,5073,9E,N228PQ,5073,14100,PHL,"Philadelphia, PA",10721,BOS,"Boston, MA",830,813,-17,46,859,945,22,1010,1007,-3,100,46,280
2019-11-01,DL,5941,YX,N203JQ,5941,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",1630,1626,-4,23,1649,1728,9,1758,1737,-21,88,39,200
2018-05-01,F9,1002,F9,N203FR,1002,13303,MIA,"Miami, FL",14100,PHL,"Philadelphia, PA",1153,1148,-5,16,1204,1425,10,1448,1435,-13,175,141,1013
2018-02-01,F9,1880,F9,N201FR,1880,14107,PHX,"Phoenix, AZ",13204,MCO,"Orlando, FL",715,714,-1,19,733,1304,6,1323,1310,-13,248,211,1849
2018-02-01,F9,670,F9,N949FR,670,14771,SFO,"San Francisco, CA",11292,DEN,"Denver, CO",59,53,-6,16,109,412,6,430,418,-12,151,123,967
2018-12-01,F9,1469,F9,N202FR,1469,13204,MCO,"Orlando, FL",10599,BHM,"Birmingham, AL",1740,1827,47,9,1836,1848,6,1815,1854,39,95,72,479
2018-04-01,F9,1508,F9,N205FR,1508,13342,MKE,"Milwaukee, WI",13303,MIA,"Miami, FL",645,635,-10,17,652,1030,12,1103,1042,-21,198,158,1258
2018-03-01,F9,1993,F9,N211FR,1993,13485,MSN,"Madison, WI",12889,LAS,"Las Vegas, NV",1532,1522,-10,11,1533,1654,7,1719,1701,-18,227,201,1454
2018-01-01,F9,1658,F9,N720FR,1658,13204,MCO,"Orlando, FL",14843,SJU,"San Juan, PR",2013,2015,2,27,2042,3,6,4,9,5,171,141,1189
2018-09-01,F9,1752,F9,N202FR,1752,11109,COS,"Colorado Springs, CO",13204,MCO,"Orlando, FL",1926,1924,-2,8,1932,25,7,104,32,-32,218,173,1520
2018-08-01,F9,200,F9,N201FR,200,11292,DEN,"Denver, CO",11057,CLT,"Charlotte, NC",16,16,0,13,29,505,14,530,519,-11,194,156,1337
2018-03-01,F9,1679,F9,N211FR,1679,13204,MCO,"Orlando, FL",12889,LAS,"Las Vegas, NV",610,603,-7,14,617,808,7,829,815,-14,319,291,2039
2018-09-01,F9,1686,F9,N202FR,1686,12889,LAS,"Las Vegas, NV",10693,BNA,"Nashville, TN",620,620,0,18,638,1159,11,1157,1210,13,217,201,1587
2018-01-01,F9,667,F9,N922FR,667,11292,DEN,"Denver, CO",14771,SFO,"San Francisco, CA",2212,2219,7,33,2252,11,8,2359,19,20,167,139,967
2018-09-01,F9,557,F9,N305FR,557,11292,DEN,"Denver, CO",14679,SAN,"San Diego, CA",1710,1713,3,14,1727,1825,6,1834,1831,-3,144,118,853
2018-05-01,F9,1001,F9,N203FR,1001,14100,PHL,"Philadelphia, PA",13303,MIA,"Miami, FL",800,756,-4,21,817,1031,5,1103,1036,-27,183,134,1013
2018-01-01,F9,1822,F9,N211FR,1822,14635,RSW,"Fort Myers, FL",15356,TTN,"Trenton, NJ",2015,2154,99,10,2204,8,7,2257,15,78,162,124,1028
2018-08-01,F9,1158,F9,N206FR,1158,14683,SAT,"San Antonio, TX",11193,CVG,"Cincinnati, OH",1524,1526,2,12,1538,1847,6,1904,1853,-11,160,129,1024
2018-02-01,F9,1883,F9,N201FR,1883,13204,MCO,"Orlando, FL",14107,PHX,"Phoenix, AZ",2005,2007,2,14,2021,2236,30,2305,2306,1,300,255,1849
2018-12-01,F9,1773,F9,N202FR,1773,11986,GRR,"Grand Rapids, MI",13204,MCO,"Orlando, FL",1445,1432,-13,10,1442,1709,9,1730,1718,-12,165,147,1024
2018-11-01,F9,1148,F9,N206FR,1148,12889,LAS,"Las Vegas, NV",12264,IAD,"Washington, DC",640,632,-8,19,651,1408,9,1413,1417,4,273,257,2065
2018-12-01,F9,1679,F9,N235FR,1679,13204,MCO,"Orlando, FL",12889,LAS,"Las Vegas, NV",610,600,-10,13,613,814,6,826,820,-6,316,301,2039
2018-05-01,F9,1274,F9,N201FR,1274,14107,PHX,"Phoenix, AZ",13930,ORD,"Chicago, IL",22,15,-7,14,29,522,115,555,717,82,213,173,1440
2018-07-01,F9,1540,F9,N201FR,1540,13891,ONT,"Ontario, CA",14683,SAT,"San Antonio, TX",954,944,-10,17,1001,1439,7,1437,1446,9,163,158,1166
2018-07-01,F9,1540,F9,N201FR,1540,14683,SAT,"San Antonio, TX",10397,ATL,"Atlanta, GA",1525,1554,29,14,1608,1902,7,1854,1909,15,149,114,874
2018-09-01,F9,1751,F9,N202FR,1751,13204,MCO,"Orlando, FL",11109,COS,"Colorado Springs, CO",1630,1628,-2,17,1645,1755,6,1836,1801,-35,246,190,1520
2018-01-01,F9,1440,F9,N718FR,1440,15304,TPA,"Tampa, FL",12391,ISP,"Islip, NY",2120,2156,36,11,2207,9,5,2355,14,19,155,122,1034
2018-07-01,F9,1888,F9,N210FR,1888,10423,AUS,"Austin, TX",15304,TPA,"Tampa, FL",525,525,0,11,536,848,8,850,856,6,145,132,928
2018-02-01,F9,983,F9,N201FR,983,13204,MCO,"Orlando, FL",13244,MEM,"Memphis, TN",1420,1412,-8,15,1427,1525,6,1530,1531,1,130,118,684
2018-02-01,F9,982,F9,N201FR,982,13244,MEM,"Memphis, TN",13204,MCO,"Orlando, FL",1620,1609,-11,12,1621,1851,11,1915,1902,-13,115,90,684
2018-01-01,F9,1701,F9,N230FR,1701,13204,MCO,"Orlando, FL",13495,MSY,"New Orleans, LA",655,715,20,18,733,759,7,747,806,19,112,86,551
2018-04-01,F9,637,F9,N203FR,637,15370,TUL,"Tulsa, OK",11292,DEN,"Denver, CO",1817,1816,-1,40,1856,1921,7,1906,1928,22,109,85,541
2018-04-01,F9,459,F9,N201FR,459,13487,MSP,"Minneapolis, MN",11292,DEN,"Denver, CO",535,531,-4,13,544,636,10,652,646,-6,137,112,680
2018-12-01,F9,651,F9,N233FR,651,11193,CVG,"Cincinnati, OH",11292,DEN,"Denver, CO",1905,1906,1,15,1921,1951,10,2021,2001,-20,196,150,1069
2018-08-01,F9,1158,F9,N206FR,1158,11193,CVG,"Cincinnati, OH",12953,LGA,"New York, NY",2002,2113,71,21,2134,2316,13,2200,2329,89,118,102,585
2018-09-01,F9,1686,F9,N202FR,1686,10693,BNA,"Nashville, TN",13204,MCO,"Orlando, FL",1245,1250,5,23,1313,1545,9,1538,1554,16,113,92,616
2018-05-01,F9,997,F9,N203FR,997,14100,PHL,"Philadelphia, PA",14685,SAV,"Savannah, GA",1538,1528,-10,14,1542,1716,11,1736,1727,-9,118,94,629
2018-03-01,F9,1680,F9,N201FR,1680,12889,LAS,"Las Vegas, NV",13204,MCO,"Orlando, FL",30,221,111,18,239,1011,8,756,1019,143,266,272,2039
2018-10-01,F9,1885,F9,N220FR,1885,14492,RDU,"Raleigh/Durham, NC",14683,SAT,"San Antonio, TX",705,743,38,19,802,940,6,922,946,24,197,158,1224
2018-05-01,F9,1120,F9,N202FR,1120,12889,LAS,"Las Vegas, NV",11193,CVG,"Cincinnati, OH",1605,1846,161,11,1857,102,8,2257,110,133,232,185,1678
2018-03-01,F9,429,F9,N213FR,429,10397,ATL,"Atlanta, GA",11292,DEN,"Denver, CO",815,807,-8,14,821,926,21,949,947,-2,214,185,1199
2018-03-01,F9,1994,F9,N211FR,1994,12889,LAS,"Las Vegas, NV",13485,MSN,"Madison, WI",920,910,-10,26,936,1422,5,1440,1427,-13,200,166,1454
2018-08-01,F9,509,F9,N206FR,509,12953,LGA,"New York, NY",11292,DEN,"Denver, CO",2250,16,86,62,118,258,8,109,306,117,259,220,1620
2018-07-01,F9,369,F9,N201FR,369,11292,DEN,"Denver, CO",13891,ONT,"Ontario, CA",745,800,15,15,815,858,5,904,903,-1,139,103,819
2018-04-01,F9,426,F9,N203FR,426,11292,DEN,"Denver, CO",10397,ATL,"Atlanta, GA",1959,2028,29,14,2042,51,8,56,59,3,177,129,1199
2018-07-01,F9,631,F9,N207FR,631,11292,DEN,"Denver, CO",10140,ABQ,"Albuquerque, NM",2205,2204,-1,8,2212,2303,8,2330,2311,-19,85,51,349
2018-08-01,F9,1157,F9,N206FR,1157,11193,CVG,"Cincinnati, OH",14683,SAT,"San Antonio, TX",1243,1234,-9,9,1243,1416,8,1434,1424,-10,171,153,1024
2018-04-01,F9,634,F9,N203FR,634,11292,DEN,"Denver, CO",15370,TUL,"Tulsa, OK",1450,1442,-8,14,1456,1704,8,1727,1712,-15,97,68,541
2019-10-01,F9,647,F9,N205FR,647,11193,CVG,"Cincinnati, OH",11292,DEN,"Denver, CO",1239,1322,43,9,1331,1351,9,1346,1400,14,187,140,1069
2019-04-01,F9,279,F9,N210FR,279,12451,JAX,"Jacksonville, FL",15016,STL,"St. Louis, MO",745,900,75,11,911,957,6,900,1003,63,135,106,753
2019-02-01,F9,2500,F9,N201FR,2500,15304,TPA,"Tampa, FL",10792,BUF,"Buffalo, NY",718,709,-9,19,728,952,12,1000,1004,4,162,144,1053
2019-01-01,F9,882,F9,N205FR,882,11057,CLT,"Charlotte, NC",15356,TTN,"Trenton, NJ",2134,2136,2,12,2148,2251,7,2314,2258,-16,100,63,484
2019-05-01,F9,171,F9,N210FR,171,14100,PHL,"Philadelphia, PA",11292,DEN,"Denver, CO",1629,1623,-6,26,1649,1829,9,1859,1838,-21,270,220,1558
2019-05-01,F9,800,F9,N211FR,800,13204,MCO,"Orlando, FL",15356,TTN,"Trenton, NJ",800,755,-5,22,817,1019,9,1029,1028,-1,149,122,896
2019-06-01,F9,451,F9,N205FR,451,10792,BUF,"Buffalo, NY",11292,DEN,"Denver, CO",1056,1046,-10,11,1057,1206,14,1235,1220,-15,219,189,1359
2019-04-01,F9,1103,F9,N201FR,1103,13204,MCO,"Orlando, FL",12889,LAS,"Las Vegas, NV",605,613,8,15,628,807,6,828,813,-15,323,279,2039
2019-04-01,F9,2822,F9,N201FR,2822,14107,PHX,"Phoenix, AZ",11109,COS,"Colorado Springs, CO",1504,1454,-10,13,1507,1729,7,1748,1736,-12,104,82,551
2019-04-01,F9,2020,F9,N201FR,2020,12889,LAS,"Las Vegas, NV",11109,COS,"Colorado Springs, CO",918,911,-7,17,928,1149,5,1222,1154,-28,124,81,604
2019-03-01,F9,803,F9,N201FR,803,15356,TTN,"Trenton, NJ",13204,MCO,"Orlando, FL",600,554,-6,65,659,918,16,847,934,47,167,139,896
2019-11-01,F9,646,F9,N202FR,646,11193,CVG,"Cincinnati, OH",12953,LGA,"New York, NY",2007,1957,-10,14,2011,2132,7,2200,2139,-21,113,81,585
2019-10-01,F9,266,F9,N205FR,266,14908,SNA,"Santa Ana, CA",11292,DEN,"Denver, CO",1947,1943,-4,18,2001,2247,8,2307,2255,-12,140,106,846
2019-03-01,F9,1907,F9,N312FR,1907,10423,AUS,"Austin, TX",14908,SNA,"Santa Ana, CA",1559,1549,-10,14,1603,1703,8,1719,1711,-8,200,180,1209
2019-09-01,F9,2019,F9,N205FR,2019,11109,COS,"Colorado Springs, CO",12889,LAS,"Las Vegas, NV",1635,1625,-10,10,1635,1659,12,1737,1711,-26,122,84,604
2019-02-01,F9,2501,F9,N201FR,2501,10792,BUF,"Buffalo, NY",15304,TPA,"Tampa, FL",1050,1100,10,13,1113,1341,6,1359,1347,-12,189,148,1053
2019-01-01,F9,883,F9,N205FR,883,15356,TTN,"Trenton, NJ",11057,CLT,"Charlotte, NC",1855,1902,7,11,1913,2038,13,2044,2051,7,109,85,484
2019-11-01,F9,503,F9,N202FR,503,12953,LGA,"New York, NY",11292,DEN,"Denver, CO",2246,2236,-10,16,2252,34,9,112,43,-29,266,222,1620
2019-05-01,F9,391,F9,N201FR,391,10693,BNA,"Nashville, TN",11292,DEN,"Denver, CO",600,702,62,27,729,849,7,801,856,55,181,140,1014
2019-01-01,F9,1020,F9,N201FR,1020,13204,MCO,"Orlando, FL",15096,SYR,"Syracuse, NY",1247,1238,-9,10,1248,1500,4,1527,1504,-23,160,132,1053
2019-10-01,F9,535,F9,N201FR,535,11278,DCA,"Washington, DC",11292,DEN,"Denver, CO",700,653,-7,10,703,834,5,909,839,-30,249,211,1476
