fl_date,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,dest_airport_id,dest,dep_delay,taxi_out,taxi_in,air_time,distance,arr_delay
2019-04-01,NK,432,NK,N670NK,432,13204,MCO,10721,BOS,71,24,4,131,1121,49
2019-10-01,NK,1807,NK,N668NK,1807,11618,EWR,10397,ATL,-3,17,12,100,746,-23
2019-07-01,NK,724,NK,N504NK,724,11697,FLL,12898,LBE,-12,21,8,129,980,-17
2019-02-01,NK,796,NK,N910NK,796,15304,TPA,10721,BOS,-3,17,11,152,1185,-10
2019-07-01,NK,721,NK,N631NK,721,14122,PIT,13204,MCO,-8,9,24,106,834,-7
2019-02-01,NK,969,NK,N614NK,969,10821,BWI,13930,ORD,1,10,18,112,621,5
2019-06-01,NK,389,NK,N696NK,389,10821,BWI,13204,MCO,-5,11,7,105,787,-22
2019-08-01,NK,163,NK,N913NK,163,11298,DFW,10397,ATL,82,13,8,100,731,67
2019-10-01,NK,1782,NK,N904NK,1782,10821,BWI,11433,DTW,-3,14,10,61,409,-15
2018-04-01,UA,1733,UA,N69835,1733,11292,DEN,11618,EWR,-5,10,7,172,1605,-35
2018-08-01,UA,1178,UA,N470UA,1178,13930,ORD,13487,MSP,312,42,4,69,334,331
2018-04-01,UA,1790,UA,N469UA,1790,11697,FLL,13930,ORD,-7,17,4,160,1182,-23
2018-10-01,UA,4120,EV,N15983,4120,12953,LGA,11042,CLE,-4,16,6,71,419,-18
2018-12-01,UA,4183,EV,N13988,4183,13930,ORD,13851,OKC,-7,36,7,113,693,0
2018-09-01,UA,3636,YX,N862RW,3636,11540,ELP,13930,ORD,23,12,42,153,1236,58
2018-01-01,UA,3403,YX,N733YX,3403,11066,CMH,11292,DEN,-5,9,9,174,1154,-23
2018-11-01,UA,6284,YV,N88301,6284,15370,TUL,12266,IAH,0,12,11,81,429,10
2018-01-01,UA,3401,YX,N728YX,3401,11057,CLT,11618,EWR,0,20,8,69,529,-18
2018-05-01,UA,4070,EV,N15555,4070,12945,LEX,12266,IAH,-1,12,9,138,828,-6
2018-12-01,UA,4188,EV,N11107,4188,10874,CAK,12266,IAH,-1,31,7,185,1085,22
2018-10-01,UA,4202,EV,N13988,4202,11618,EWR,15016,STL,-7,27,8,132,872,-2
2018-05-01,UA,4062,EV,N10575,4062,12278,ICT,13930,ORD,-10,10,11,87,588,-20
2018-06-01,UA,4186,EV,N25134,4186,13422,MOB,12266,IAH,-8,12,7,84,427,-8
2018-06-01,UA,4187,EV,N12166,4187,12448,JAN,12266,IAH,-6,10,6,57,351,-26
2018-08-01,UA,1179,UA,N68801,1179,12889,LAS,12266,IAH,9,13,8,158,1222,4
2018-06-01,UA,4197,EV,N34110,4197,12266,IAH,13061,LRD,29,17,3,47,301,15
2018-01-01,UA,3400,YX,N652RW,3400,11057,CLT,13930,ORD,-3,14,10,96,599,-23
2018-06-01,UA,4184,EV,N14542,4184,14524,RIC,11618,EWR,68,18,9,58,277,68
2018-05-01,UA,4072,EV,N14105,4072,11042,CLE,11278,DCA,78,13,5,48,310,60
2018-12-01,UA,4251,EV,N10575,4251,11278,DCA,11618,EWR,-4,13,16,35,199,-27
2018-12-01,UA,4186,EV,N11535,4186,13422,MOB,12266,IAH,41,10,28,77,427,54
2018-05-01,UA,4067,EV,N12172,4067,10821,BWI,11618,EWR,-4,13,13,42,169,-8
2018-01-01,UA,3415,YX,N724YX,3415,11618,EWR,11057,CLT,48,11,6,99,529,40
2018-11-01,UA,6300,YV,N87303,6300,11433,DTW,12266,IAH,-10,15,12,201,1075,23
2018-04-01,UA,1790,UA,N68811,1790,11618,EWR,11697,FLL,0,21,5,143,1065,-23
2018-11-01,UA,6288,YV,N87302,6288,12266,IAH,11140,CRP,24,22,7,47,201,44
2018-02-01,UA,3990,EV,N12540,3990,12953,LGA,11042,CLE,-10,18,5,76,419,-30
2018-11-01,UA,6293,YV,N87303,6293,11278,DCA,12266,IAH,-6,15,5,190,1208,-12
2018-02-01,UA,3991,EV,N15574,3991,13198,MCI,12266,IAH,-5,7,8,110,643,-16
2018-05-01,UA,4066,EV,N11192,4066,12266,IAH,13342,MKE,-9,14,9,127,984,-29
2018-11-01,UA,6292,YV,N87360,6292,12266,IAH,15376,TUS,27,25,9,137,936,34
2018-03-01,UA,6399,9K,N14834,6399,12016,GUM,14955,SPN,-16,4,3,37,129,-22
2018-01-01,UA,3402,YX,N724YX,3402,11057,CLT,11618,EWR,95,16,11,69,529,76
2018-08-01,UA,1148,UA,N76265,1148,12892,LAX,12266,IAH,1,22,3,180,1379,10
2018-04-01,UA,1770,UA,N29717,1770,11618,EWR,13577,MYR,-7,16,6,81,550,-23
2018-02-01,UA,4036,EV,N14907,4036,13930,ORD,12992,LIT,14,24,5,91,552,16
2018-04-01,UA,1789,UA,N37456,1789,12266,IAH,15304,TPA,-8,23,6,98,787,-11
2018-12-01,UA,4190,EV,N12569,4190,12266,IAH,11481,ECP,25,22,3,75,572,27
2018-10-01,UA,4121,EV,N16546,4121,10599,BHM,12266,IAH,-4,24,10,129,562,42
2018-06-01,UA,4187,EV,N14188,4187,12266,IAH,11146,CRW,-8,16,10,135,975,-4
2018-10-01,UA,4119,EV,N16911,4119,11618,EWR,14524,RIC,-4,30,10,52,277,-2
2019-05-01,UA,6158,YV,N89321,6158,12266,IAH,10693,BNA,-2,18,7,85,657,-6
2019-10-01,UA,5027,OO,N908SW,5027,14025,PBG,12264,IAD,63,6,6,66,444,38
2019-07-01,UA,5025,OO,N915SW,5025,11468,EAR,11292,DEN,110,44,7,51,305,133
2019-01-01,UA,5007,OO,N907EV,5007,13930,ORD,10431,AVL,33,42,3,77,536,45
2019-04-29,UA,3970,EV,N16981,3970,10581,BGR,11618,EWR,-10,14,24,78,393,-13
2019-11-01,UA,2426,UA,N889UA,2426,12266,IAH,10721,BOS,-5,27,4,179,1597,-6
2019-11-01,UA,2427,UA,N427UA,2427,13495,MSY,12266,IAH,-3,12,7,54,305,-10
2019-06-01,UA,2429,UA,N474UA,2429,11618,EWR,11292,DEN,-5,44,6,225,1605,4
2019-08-01,UA,2427,UA,N54711,2427,11057,CLT,11618,EWR,1315,16,6,71,529,1291
2019-08-01,UA,2425,UA,N69816,2425,13204,MCO,12266,IAH,-7,48,8,117,854,15
2019-05-01,UA,6054,YV,N88301,6054,11193,CVG,12266,IAH,-2,13,13,139,871,-12
2019-01-01,UA,5008,OO,N930SW,5008,11292,DEN,14794,SGU,10,35,7,72,517,9
2019-06-01,UA,2421,UA,N76503,2421,12266,IAH,12889,LAS,-8,14,6,163,1222,-25
2019-11-01,UA,2415,UA,N37267,2415,11618,EWR,14057,PDX,0,26,4,332,2434,-19
2019-04-29,UA,3968,EV,N905EV,3968,12266,IAH,12217,HSV,-4,17,6,79,595,-7
2019-01-01,UA,5001,OO,N417SW,5001,11076,CMX,13930,ORD,11,19,17,68,360,10
2019-07-01,UA,5054,OO,N941SW,5054,10967,CGI,13930,ORD,-7,12,36,62,339,-1
2019-05-01,UA,6089,YV,N86309,6089,13851,OKC,12266,IAH,-9,13,4,63,395,-20
2019-06-01,UA,2425,UA,N467UA,2425,13204,MCO,12266,IAH,-8,11,7,122,854,-23
2019-09-01,UA,4035,EV,N605UX,4035,12266,IAH,10781,BTR,-7,17,4,41,253,-17
2019-02-01,UA,3400,YX,N657RW,3400,11057,CLT,13930,ORD,40,34,47,106,599,87
2019-07-01,UA,5027,OO,N863AS,5027,14025,PBG,12264,IAD,-9,11,3,72,444,-27
2019-04-29,UA,3965,EV,N14907,3965,10785,BTV,11618,EWR,-10,35,8,54,266,-11
2019-02-01,UA,6056,YV,N87303,6056,11433,DTW,12266,IAH,-2,13,8,150,1075,-47
2019-09-01,UA,6061,YV,N87339,6061,12266,IAH,14570,RNO,16,16,6,202,1530,-1
2019-08-01,UA,2429,UA,N37466,2429,11618,EWR,11292,DEN,57,34,16,230,1605,71
2019-06-01,UA,2426,UA,N35204,2426,14908,SNA,11292,DEN,-8,24,20,111,846,11
2019-09-01,UA,4036,EV,N16170,4036,11986,GRR,13930,ORD,-15,17,21,39,137,-5
2019-08-01,UA,2367,UA,N33292,2367,12953,LGA,11292,DEN,1,16,9,220,1620,-4
2019-05-01,UA,3711,YX,N728YX,3711,10140,ABQ,12266,IAH,49,11,6,97,744,32
2019-05-01,UA,6084,YV,N88325,6084,11996,GSP,12266,IAH,-5,14,24,132,837,1
2019-06-01,UA,2427,UA,N14704,2427,11057,CLT,11618,EWR,0,27,13,75,529,6
2019-10-01,UA,5025,OO,N916SW,5025,11468,EAR,11292,DEN,-10,26,7,63,305,4
2019-07-01,UA,5026,OO,N955SW,5026,11292,DEN,10558,BFF,-8,17,3,27,150,-19
2019-02-01,UA,6266,YV,N86336,6266,12266,IAH,10713,BOI,0,13,3,191,1482,-38
2019-02-01,UA,6247,YV,N82333,6247,12953,LGA,12266,IAH,-1,16,8,202,1416,-41
2019-11-01,UA,2429,UA,N69888,2429,12889,LAS,11618,EWR,-2,23,6,249,2227,-8
2019-01-01,UA,5009,OO,N926SW,5009,12892,LAX,14794,SGU,-9,18,5,65,349,-4
2019-11-01,UA,2429,UA,N76504,2429,11618,EWR,11292,DEN,51,19,6,228,1605,38
2019-09-01,UA,4034,EV,N13989,4034,13930,ORD,12945,LEX,-5,24,5,53,323,-10
2019-04-29,UA,3967,EV,N860AS,3967,10781,BTR,12266,IAH,4,31,10,59,253,24
2019-08-01,UA,2426,UA,N75410,2426,10721,BOS,12266,IAH,23,24,6,200,1597,12
2019-01-01,UA,5011,OO,N880AS,5011,13930,ORD,11823,FWA,246,53,4,32,157,264
2019-10-01,UA,5038,OO,N933EV,5038,13930,ORD,14802,SHD,-9,21,4,85,541,-15
2019-09-01,UA,4033,EV,N603UX,4033,11042,CLE,12266,IAH,1,21,6,155,1091,-3
2018-01-01,VX,1060,VX,N283VA,1060,12173,HNL,12892,LAX,-3,26,6,298,2556,-10
2018-02-01,VX,1011,VX,N281VA,1011,12478,JFK,14771,SFO,-6,19,8,369,2586,-5
2018-01-01,VX,1050,VX,N921VA,1050,12173,HNL,14771,SFO,-9,17,7,291,2398,-6
2018-02-01,VX,1001,VX,N632VA,1001,14771,SFO,11278,DCA,-2,17,6,265,2442,-19
2018-03-01,VX,1041,VX,N284VA,1041,14771,SFO,12758,KOA,-4,30,6,315,2367,2
2018-03-01,VX,1128,VX,N842VA,1128,12892,LAX,14100,PHL,-3,16,4,258,2402,-42
2018-03-01,VX,1029,VX,N841VA,1029,12478,JFK,14771,SFO,79,48,28,373,2586,114
2018-03-01,VX,1027,VX,N840VA,1027,12478,JFK,14771,SFO,188,47,5,369,2586,199
2018-02-01,VX,1012,VX,N922VA,1012,14771,SFO,12478,JFK,-8,13,8,271,2586,-50
2018-03-01,VX,1034,VX,N839VA,1034,14771,SFO,12478,JFK,81,20,8,286,2586,65
2018-01-01,VX,1057,VX,N921VA,1057,12892,LAX,12173,HNL,3,23,4,320,2556,-25
2018-01-01,VX,1051,VX,N283VA,1051,14771,SFO,12173,HNL,-12,21,6,295,2398,-46
2018-02-01,VX,1002,VX,N632VA,1002,11278,DCA,14771,SFO,-10,16,5,351,2442,-15
2018-02-01,VX,1180,VX,N837VA,1180,14771,SFO,11618,EWR,-4,21,7,278,2565,-28
2018-01-01,VX,1166,VX,N632VA,1166,12892,LAX,11618,EWR,-7,13,10,281,2454,-11
2018-05-01,WN,1098,WN,N467WN,1098,10397,ATL,11433,DTW,2,13,7,86,594,-7
2018-10-01,WN,1089,WN,N8577Z,1089,13232,MDW,11292,DEN,1,8,6,131,895,-4
2018-03-01,WN,2132,WN,N913WN,2132,12892,LAX,13796,OAK,11,13,5,65,337,14
2018-02-01,WN,1992,WN,N773SA,1992,10279,AMA,11259,DAL,22,10,3,49,323,14
2018-07-01,WN,3068,WN,N217JC,3068,10140,ABQ,10423,AUS,11,9,4,84,619,8
2018-07-01,WN,736,WN,N7713A,736,10140,ABQ,10423,AUS,0,9,3,88,619,0
2018-02-01,WN,746,WN,N7739A,746,10140,ABQ,10821,BWI,-5,8,5,181,1670,-31
2018-12-01,WN,3491,WN,N441WN,3491,10397,ATL,10693,BNA,1,12,4,43,214,-5
2018-11-01,WN,526,WN,N7706A,526,12206,HRL,12191,HOU,24,21,3,48,277,31
2018-10-01,WN,2637,WN,N8638A,2637,13232,MDW,11292,DEN,-7,12,4,130,895,-16
2018-06-01,WN,244,WN,N7712G,244,10140,ABQ,14679,SAN,-3,10,2,91,628,-10
2018-01-01,WN,1656,WN,N440LV,1656,11884,GEG,11292,DEN,0,10,14,103,836,-3
2018-01-01,WN,5680,WN,N935WN,5680,11697,FLL,10397,ATL,-1,20,3,86,581,-7
2018-05-01,WN,181,WN,N570WN,181,10397,ATL,10423,AUS,-3,16,5,117,813,-15
2018-07-01,WN,2953,WN,N465WN,2953,10140,ABQ,10821,BWI,-1,9,5,217,1670,5
2018-06-01,WN,1561,WN,N783SW,1561,10140,ABQ,10821,BWI,11,7,3,244,1670,45
2018-08-01,WN,1066,WN,N451WN,1066,14107,PHX,14869,SLC,2,7,7,71,507,2
2018-07-01,WN,2488,WN,N7743B,2488,10140,ABQ,14107,PHX,-2,7,6,54,328,-10
2018-02-01,WN,170,WN,N931WN,170,10397,ATL,11433,DTW,-6,19,5,90,594,-17
2018-10-01,WN,3784,WN,N8308K,3784,13232,MDW,11292,DEN,-1,9,4,139,895,1
2018-09-01,WN,3117,WN,N7847A,3117,13204,MCO,13495,MSY,7,9,7,82,551,0
2018-01-01,WN,522,WN,N8327A,522,11618,EWR,12339,IND,44,27,6,97,645,34
2018-05-01,WN,638,WN,N7747C,638,10397,ATL,11433,DTW,-4,20,7,88,594,-9
2018-04-01,WN,2278,WN,N7729A,2278,10140,ABQ,13232,MDW,-3,9,5,128,1121,-21
2018-11-01,WN,381,WN,N403WN,381,12191,HOU,13851,OKC,5,9,3,58,419,-5
2018-05-01,WN,1674,WN,N727SW,1674,10397,ATL,10423,AUS,-1,21,5,115,813,-10
2018-09-01,WN,6065,WN,N8601C,6065,13204,MCO,13796,OAK,0,8,6,306,2438,-25
2018-11-01,WN,2363,WN,N255WN,2363,12191,HOU,15370,TUL,1,26,5,62,453,9
2018-11-01,WN,1642,WN,N424WN,1642,12191,HOU,15370,TUL,-7,7,4,66,453,-15
2018-01-01,WN,760,WN,N258WN,760,11697,FLL,10423,AUS,54,26,2,164,1105,56
2018-06-01,WN,123,WN,N7822A,123,10140,ABQ,14679,SAN,-4,8,6,91,628,-9
2018-11-01,WN,2097,WN,N570WN,2097,12206,HRL,10423,AUS,-5,9,3,42,273,-21
2018-04-01,WN,2731,WN,N7827A,2731,10140,ABQ,14107,PHX,-1,13,4,53,328,-6
2018-01-01,WN,4028,WN,N206WN,4028,11697,FLL,10397,ATL,37,24,6,82,581,34
2018-10-01,WN,121,WN,N7830A,121,13232,MDW,11433,DTW,-8,39,5,41,228,7
2018-09-01,WN,6642,WN,N258WN,6642,13198,MCI,11292,DEN,-4,11,28,77,533,7
2018-08-01,WN,34,WN,N456WN,34,14107,PHX,14679,SAN,4,6,3,49,304,-8
2018-02-01,WN,1071,WN,N956WN,1071,10279,AMA,11259,DAL,-4,8,3,53,323,-10
2018-04-01,WN,2284,WN,N7729A,2284,10140,ABQ,13232,MDW,11,9,8,130,1121,-2
2018-02-01,WN,1862,WN,N404WN,1862,10279,AMA,11259,DAL,1,9,5,43,323,-17
2018-07-01,WN,5997,WN,N7846A,5997,10140,ABQ,10423,AUS,-4,9,5,83,619,-7
2018-12-01,WN,57,WN,N281WN,57,10140,ABQ,12889,LAS,0,16,3,81,486,5
2018-06-01,WN,6013,WN,N797MX,6013,10140,ABQ,10423,AUS,-4,12,3,79,619,-15
2018-03-01,WN,1136,WN,N747SA,1136,12889,LAS,14683,SAT,7,8,4,127,1069,-9
2018-05-01,WN,6456,WN,N7719A,6456,10279,AMA,12889,LAS,-6,11,7,118,758,0
2018-03-01,WN,1440,WN,N261WN,1440,12889,LAS,14570,RNO,31,10,4,61,345,26
2018-08-01,WN,20,WN,N263WN,20,14107,PHX,14679,SAN,43,23,2,45,304,43
2018-09-01,WN,3016,WN,N723SW,3016,13204,MCO,10397,ATL,-4,12,8,63,404,-11
2018-08-01,WN,477,WN,N902WN,477,14107,PHX,14679,SAN,25,9,2,45,304,6
2018-06-01,WN,100,WN,N8534Z,100,10140,ABQ,10821,BWI,-2,8,5,194,1670,-15
2018-08-01,WN,791,WN,N7742B,791,14107,PHX,14679,SAN,-2,9,2,47,304,-14
2018-10-01,WN,3061,WN,N960WN,3061,13232,MDW,11292,DEN,8,10,5,126,895,-6
2018-09-01,WN,3549,WN,N7849A,3549,13204,MCO,13495,MSY,-1,12,4,89,551,4
2019-08-01,WN,2512,WN,N7708E,2512,10140,ABQ,14107,PHX,-4,10,4,51,328,-14
2019-07-01,WN,1315,WN,N8301J,1315,13204,MCO,10821,BWI,2,18,4,103,787,-8
2019-11-01,WN,28,WN,N8614M,28,10140,ABQ,13232,MDW,3,8,6,125,1121,-13
2019-07-01,WN,2469,WN,N756SA,2469,13204,MCO,10821,BWI,-3,11,9,107,787,-1
2019-05-01,WN,1451,WN,N482WN,1451,12889,LAS,13232,MDW,16,8,2,169,1521,-15
2019-05-01,WN,1253,WN,N8511K,1253,12889,LAS,14107,PHX,30,14,22,41,255,42
2019-08-01,WN,679,WN,N8520Q,679,10140,ABQ,10821,BWI,3,10,2,207,1670,-3
2019-10-01,WN,100,WN,N8577Z,100,10140,ABQ,10821,BWI,0,12,3,193,1670,-17
2019-09-01,WN,950,WN,N7845A,950,10140,ABQ,12889,LAS,-5,9,6,71,486,-14
2019-01-01,WN,172,WN,N925WN,172,10140,ABQ,11259,DAL,17,28,4,86,580,40
2019-02-01,WN,1288,WN,N930WN,1288,10140,ABQ,14107,PHX,5,10,6,52,328,-7
2019-08-01,WN,2518,WN,N704SW,2518,10140,ABQ,14107,PHX,28,19,4,52,328,28
2019-09-01,WN,2643,WN,N7723E,2643,10140,ABQ,12191,HOU,-1,7,2,104,759,-13
2019-05-01,WN,1698,WN,N7706A,1698,12889,LAS,13232,MDW,7,11,4,172,1521,-16
2019-09-01,WN,797,WN,N774SW,797,10140,ABQ,12889,LAS,-1,8,4,68,486,-11
2019-06-01,WN,3501,WN,N459WN,3501,10140,ABQ,13796,OAK,5,10,5,120,889,-5
2019-12-01,WN,4493,WN,N723SW,4493,10140,ABQ,10423,AUS,24,11,6,76,619,17
2019-09-01,WN,2513,WN,N743SW,2513,10397,ATL,10693,BNA,-3,11,5,38,214,-19
2019-03-01,WN,981,WN,N496WN,981,14122,PIT,11697,FLL,-5,11,4,142,994,-18
2019-04-01,WN,361,WN,N941WN,361,10279,AMA,11259,DAL,-7,12,2,49,323,-14
2019-03-01,WN,1083,WN,N8678E,1083,14122,PIT,13204,MCO,2,10,5,130,834,12
2019-03-01,WN,292,WN,N762SW,292,14122,PIT,12191,HOU,-6,9,2,175,1131,-25
2019-10-01,WN,2283,WN,N7888A,2283,10140,ABQ,10821,BWI,1,9,4,197,1670,-19
2019-02-01,WN,580,WN,N240WN,580,10140,ABQ,10821,BWI,-5,8,41,205,1670,34
2019-10-01,WN,1885,WN,N225WN,1885,10140,ABQ,10423,AUS,6,13,4,85,619,3
2019-01-01,WN,45,WN,N7811F,45,10140,ABQ,11259,DAL,20,49,4,77,580,50
2019-10-01,WN,27,WN,N7726A,27,10140,ABQ,11259,DAL,0,14,3,84,580,1
2019-08-01,WN,136,WN,N8676A,136,10140,ABQ,11259,DAL,-2,9,4,83,580,-6
2019-02-01,WN,481,WN,N7834A,481,10140,ABQ,11259,DAL,-4,6,25,79,580,6
2019-11-01,WN,1817,WN,N8554X,1817,10140,ABQ,13796,OAK,-4,13,5,122,889,-9
2019-07-01,WN,2319,WN,N8681M,2319,13204,MCO,10821,BWI,3,13,4,106,787,-9
2019-07-01,WN,2335,WN,N7885A,2335,13204,MCO,10821,BWI,-6,14,9,105,787,-18
2019-05-01,WN,2119,WN,N8513F,2119,12889,LAS,13232,MDW,-3,13,3,166,1521,-31
2019-04-01,WN,1342,WN,N287WN,1342,10279,AMA,11259,DAL,16,7,7,48,323,8
2019-05-01,WN,1397,WN,N8315C,1397,12889,LAS,13232,MDW,9,14,4,184,1521,1
2019-10-01,WN,684,WN,N457WN,684,10140,ABQ,11259,DAL,99,7,3,83,580,97
2019-12-01,WN,3318,WN,N7737E,3318,10257,ALB,10821,BWI,-3,7,4,62,289,-10
2019-08-01,WN,1681,WN,N456WN,1681,10140,ABQ,10821,BWI,4,13,5,204,1670,-4
2019-09-01,WN,3249,WN,N8653A,3249,10140,ABQ,12889,LAS,-4,8,5,73,486,-13
2019-06-01,WN,3046,WN,N8683D,3046,10140,ABQ,13232,MDW,-2,9,4,131,1121,-18
2019-01-01,WN,1419,WN,N704SW,1419,10140,ABQ,12889,LAS,-3,8,2,71,486,-12
2019-07-01,WN,702,WN,N8568Z,702,13204,MCO,12391,ISP,-5,12,4,128,971,-11
2019-12-01,WN,743,WN,N440LV,743,10140,ABQ,11259,DAL,-4,14,4,72,580,-14
2019-06-01,WN,3399,WN,N203WN,3399,10397,ATL,11066,CMH,13,10,4,67,447,-1
2019-02-01,WN,309,WN,N903WN,309,10140,ABQ,11259,DAL,40,11,4,82,580,37
2019-11-01,WN,236,WN,N7747C,236,10397,ATL,10821,BWI,2,13,2,79,577,-14
2019-12-01,WN,3672,WN,N8315C,3672,10140,ABQ,10821,BWI,23,12,4,177,1670,1
2019-01-01,WN,1959,WN,N297WN,1959,10140,ABQ,10821,BWI,-2,15,4,173,1670,-20
2019-11-01,WN,2319,WN,N449WN,2319,10140,ABQ,13232,MDW,1,14,4,128,1121,-13
